timestamp_ms,cpu_percent,memory_kb
17654232743N,0.0,187509
17654232753N,0.0,187504
17654232763N,0.0,187511
17654232773N,0.0,187503
17654232783N,0.0,187503
17654232793N,0.0,187513
17654232813N,3.5,187497
