timestamp_ms,cpu_percent,memory_kb
17654159133N,0,165506
17654159143N,0,168003
17654159153N,0,168069
17654159163N,0,168775
17654159173N,0,168929
17654159183N,0,168980
17654159203N,0,168862
17654159213N,0,170054
17654159223N,0,177663
17654159233N,0,184447
