timestamp_ms,cpu_percent,memory_kb
17654154083N,85.7,195736
17654154103N,14.2,195490
17654154113N,28.5,195374
17654154123N,10.7,195495
17654154133N,0.0,195105
17654154143N,11.1,194297
17654154163N,44.4,194301
17654154173N,182,196109
