timestamp_ms,cpu_percent,memory_kb
17654190073N,3.7,184730
17654190093N,51.8,184966
17654190103N,59.2,185018
17654190113N,53.5,185050
17654190123N,86.2,185116
17654190133N,14.2,185514
17654190143N,10.3,184714
17654190153N,7.4,185232
17654190173N,89.6,185251
