timestamp_ms,cpu_percent,memory_kb
17654151753N,0.0,176754
17654151773N,10.7,186822
17654151783N,44.8,186151
17654151793N,11.1,187075
17654151803N,0.0,186642
17654151813N,0.0,186775
17654151833N,14.2,186572
17654151843N,57.1,186576
17654151853N,239,188202
17654151863N,100,204480
17654151883N,3.4,198244
