timestamp_ms,cpu_percent,memory_kb
17654220673N,0.0,189779
17654220683N,114,189837
17654220693N,78.5,194555
17654220703N,0.0,195078
17654220723N,25.0,194719
17654220733N,48.1,195653
17654220743N,14.2,195323
17654220753N,14.2,194568
17654220763N,24.1,194596
17654220783N,71.4,194664
17654220793N,17.2,194440
17654220803N,100,194183
17654220813N,14.2,198383
17654220823N,60.7,207556
17654220843N,66.6,207308
17654220853N,68.9,229503
