timestamp_ms,cpu_percent,memory_kb
17654187943N,3.5,184157
17654187953N,46.4,184015
17654187963N,53.5,184053
17654187973N,0.0,184164
17654187993N,3.5,184453
17654188003N,17.8,184485
17654188013N,10.3,184433
17654188023N,73.3,183749
