timestamp_ms,cpu_percent,memory_kb
17654218243N,3.7,191325
17654218253N,17.8,191371
17654218263N,17.8,191566
17654218283N,15.1,193598
17654218293N,14.2,193502
17654218303N,14.2,193622
17654218313N,6.8,193781
17654218333N,14.2,193653
17654218343N,25.0,193293
17654218353N,25.0,192973
17654218363N,57.1,192981
17654218373N,3.5,194323
17654218393N,76.6,193868
17654218403N,6.8,197780
17654218413N,3.5,206046
17654218423N,3.5,205766
17654218433N,0.0,222699
17654218443N,25.0,208066
