timestamp_ms,cpu_percent,memory_kb
17654224843N,17.8,183649
17654224853N,17.8,184413
17654224863N,28.5,187164
17654224883N,18.5,187057
17654224893N,25.0,187376
17654224903N,17.8,187256
17654224913N,6.8,186587
17654224923N,14.2,186351
17654224943N,10.7,186446
17654224953N,39.2,186478
17654224963N,11.1,186879
17654224973N,106,187467
17654224983N,75.8,190612
17654225003N,96.5,199602
17654225013N,3.5,222767
17654225023N,60.7,201610
