timestamp_ms,cpu_percent,memory_kb
17654188363N,35.7,184255
17654188373N,44.4,184547
17654188383N,55.5,184579
17654188393N,11.1,184673
17654188403N,11.1,184747
17654188413N,18.5,186879
17654188423N,3.5,184843
17654188443N,71.4,184895
