timestamp_ms,cpu_percent,memory_kb
17654219963N,0.0,188574
17654219973N,3.4,188928
17654219983N,3.7,188907
17654219993N,55.5,189984
17654220013N,6.8,189766
17654220023N,25.9,191109
17654220033N,33.3,190649
17654220043N,37.0,190537
17654220053N,40.7,190584
17654220063N,21.4,190057
17654220083N,31.0,190035
17654220093N,3.5,191227
17654220103N,92.8,191039
17654220113N,11.1,193940
17654220133N,76.6,201290
17654220143N,25.9,201741
17654220153N,64.2,217698
17654220163N,3.5,207134
