timestamp_ms,cpu_percent,memory_kb
17654162433N,88.8,199291
17654162443N,14.2,199073
17654162463N,0.0,199022
17654162473N,25.9,199069
17654162483N,17.8,198805
17654162493N,10.7,198989
17654162503N,39.2,199078
17654162513N,168,200563
17654162533N,85.7,204440
