timestamp_ms,cpu_percent,memory_kb
17654157603N,71.4,190306
17654157613N,14.2,189884
17654157623N,3.4,189670
17654157633N,14.2,189728
17654157653N,18.5,189544
17654157663N,20.6,188992
17654157673N,14.2,188968
17654157683N,75.0,189012
17654157693N,113,194656
17654157713N,3.4,193882
