timestamp_ms,cpu_percent,memory_kb
17654158423N,0,163804
17654158433N,0,168928
17654158453N,0,168544
17654158463N,0,168665
17654158473N,0,169097
17654158483N,0,169136
17654158493N,0,169281
17654158513N,0,169445
17654158523N,0,169737
17654158533N,0,176326
17654158543N,0,186718
