timestamp_ms,cpu_percent,memory_kb
17654225493N,0.0,182280
17654225513N,28.5,182172
17654225523N,113,183394
17654225533N,21.4,185689
17654225543N,46.4,185302
17654225553N,60.7,185478
17654225563N,0.0,185226
17654225583N,21.4,184658
17654225593N,10.7,184590
17654225603N,0.0,184449
17654225613N,14.2,185807
17654225623N,10.7,184698
17654225643N,75.0,184848
17654225653N,46.4,188767
17654225663N,11.1,197538
17654225673N,24.1,214145
17654225683N,85.1,200448
