timestamp_ms,cpu_percent,memory_kb
17654234113N,0.0,182371
17654234123N,0.0,182371
17654234133N,0.0,182372
17654234143N,3.7,182375
17654234153N,7.4,182371
17654234163N,18.5,182371
17654234173N,18.5,182371
17654234183N,7.4,182371
17654234193N,7.4,182375
17654234203N,11.1,182391
