timestamp_ms,cpu_percent,memory_kb
17654222283N,40.7,188232
17654222293N,96.4,188148
17654222303N,53.5,189132
17654222323N,32.1,190431
17654222333N,60.7,190541
17654222343N,3.5,190538
17654222353N,3.5,190474
17654222363N,17.8,190966
17654222383N,86.2,194055
17654222393N,3.5,202959
17654222403N,67.8,202887
17654222413N,66.6,207378
