timestamp_ms,cpu_percent,memory_kb
17654152313N,0,171661
17654152323N,0,176250
17654152333N,0,176033
17654152353N,0,176782
17654152363N,0,176784
17654152373N,0,176556
17654152383N,0,176628
17654152403N,0,178383
17654152413N,0,193771
17654152423N,0,190331
