timestamp_ms,cpu_percent,memory_kb
17654222843N,7.1,187550
17654222853N,21.4,188104
17654222863N,25.9,190664
17654222873N,41.3,190550
17654222893N,50.0,191467
17654222903N,0.0,191239
17654222913N,10.7,190319
17654222923N,21.4,190443
17654222943N,10.3,190045
17654222953N,14.2,190903
17654222963N,110,190695
17654222973N,107,195609
17654222983N,92.8,204635
17654223003N,103,204051
17654223013N,79.3,220071
