timestamp_ms,cpu_percent,memory_kb
17654235493N,0.0,181620
17654235503N,0.0,181620
17654235513N,0.0,181620
17654235523N,0.0,181621
17654235533N,0.0,181625
17654235543N,0.0,181622
17654235553N,3.7,181622
17654235563N,0.0,181621
17654235573N,0.0,181621
17654235593N,0.0,181628
