timestamp_ms,cpu_percent,memory_kb
17654152813N,0.0,188141
17654152823N,22.2,188347
17654152833N,55.5,188243
17654152843N,10.3,188257
17654152863N,0.0,188241
17654152873N,14.8,188101
17654152883N,28.5,187865
17654152893N,224,188291
