timestamp_ms,cpu_percent,memory_kb
17654188613N,44.4,184151
17654188623N,40.7,184744
17654188633N,53.5,185241
17654188643N,0.0,185081
17654188653N,3.7,185407
17654188663N,14.8,185279
17654188673N,10.7,185303
17654188693N,82.1,185371
