timestamp_ms,cpu_percent,memory_kb
17654162793N,14.8,199869
17654162803N,10.7,199555
17654162823N,62.9,201546
17654162833N,3.5,199904
17654162843N,11.1,199424
17654162853N,17.2,199406
17654162873N,35.7,199447
17654162883N,242,201141
17654162893N,55.1,205903
