timestamp_ms,cpu_percent,memory_kb
17654159443N,70.3,191769
17654159463N,17.2,191429
17654159473N,32.1,190945
17654159483N,14.8,190915
17654159493N,14.8,190895
17654159503N,10.3,190879
17654159513N,21.4,190863
17654159533N,67.8,190816
17654159543N,96.4,196695
17654159553N,3.5,192868
