timestamp_ms,cpu_percent,memory_kb
17654161443N,88.8,188555
17654161463N,25.0,189389
17654161473N,46.6,188799
17654161483N,20.6,188932
17654161493N,25.0,188865
17654161503N,14.2,188862
17654161523N,51.8,188937
17654161533N,155,191246
17654161543N,14.2,192708
