timestamp_ms,cpu_percent,memory_kb
17654160723N,35.7,191860
17654160733N,21.4,191777
17654160743N,46.4,190552
17654160763N,10.7,190391
17654160773N,3.5,190391
17654160783N,10.7,190417
17654160793N,18.5,190339
17654160803N,200,190780
17654160823N,17.8,195010
