timestamp_ms,cpu_percent,memory_kb
17654188883N,40.7,184855
17654188893N,60.7,185057
17654188903N,18.5,184891
17654188913N,3.7,185027
17654188923N,10.7,185149
17654188933N,14.8,187285
17654188953N,10.3,184811
17654188963N,93.1,184947
