timestamp_ms,cpu_percent,memory_kb
17654224083N,0.0,187825
17654224093N,25.9,187977
17654224103N,110,188435
17654224113N,32.1,190915
17654224123N,82.1,190799
17654224143N,48.1,191048
17654224153N,32.1,190892
17654224163N,21.4,189868
17654224173N,21.4,189956
17654224183N,24.1,189988
17654224203N,0.0,190646
17654224213N,14.2,190283
17654224223N,79.3,191836
17654224233N,14.2,202614
17654224243N,100,203356
17654224263N,0.0,219819
17654224273N,55.1,205225
