timestamp_ms,cpu_percent,memory_kb
17654162103N,60.7,191575
17654162123N,37.0,191888
17654162133N,16.6,191694
17654162143N,10.3,191810
17654162153N,11.1,191475
17654162173N,0.0,191479
17654162183N,42.8,191481
17654162193N,237,191183
17654162203N,35.7,198491
