timestamp_ms,cpu_percent,memory_kb
17654189393N,60.7,184960
17654189403N,40.7,185150
17654189423N,53.5,185072
17654189433N,0.0,185170
17654189443N,3.5,185392
17654189453N,10.7,185320
17654189463N,17.8,184964
17654189473N,58.6,185008
